"STATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","HTDD","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WSF1","WSF2","WSF5"
"USW00026435","2020-04","5.8","0","0","12","6",,,"0","24","3","0","0","4",,,"0.21","53","12033","909","1.06",,"34.7","43.2","26.2",,,"90","80",,"25.9","34"
"USW00026435","2020-05","5.6","2","2","4","0",,,"0","6","0","10","0","24",,,"0.04","82","12402","369","0.11",,"53.1","66.8","39.5",,,"210","70",,"21.9","33"
"USW00026435","2020-06","4.0","2","0","14","6",,,"0","0","0","21","0","40",,,"0.76","79","12557","155","2.05",,"59.8","71.0","48.7",,,"80","80",,"25.1","33"
"USW00026435","2020-07","3.4","7","5","16","6",,,"0","0","0","22","0","44",,,"0.47","79","115","115","2.04",,"61.4","70.6","52.3",,,"160","180",,"19.9","27"
"USW00026435","2020-08","3.4","10","3","14","7",,,"0","0","0","16","0","42",,,"1.02","78","276","161","2.50",,"59.9","70.1","49.7",,,"90","80",,"21.9","27"
"USW00026435","2020-09","4.0","10","0","13","4",,,"0","5","0","0","0","28",,,"0.16","65","787","511","0.80",,"48.0","55.8","40.2",,,"90","80",,"30.0","38"
"USW00026435","2020-10","6.3","10","0","7","2",,,"0","27","16","0","0","1",,,"0.68","67","1876","1089","1.11",,"29.9","36.6","23.2",,,"160","150",,"30.0","41"
"USW00026435","2020-11","7.2","10","0","8","5",,,"13","30","27","0","0","-29",,,"0.48","39","3566","1691","1.15",,"8.6","17.0","0.2",,,"90","80",,"36.9","47"
"USW00026435","2020-12","4.5","10","0","7","1",,,"21","31","29","0","0","-24",,,"0.34","38","5434","1867","0.57",,"4.7","13.7","-4.2",,,"80","80",,"21.9","30"
"USW00026435","2021-01","3.6","0","0","2","0",,,"22","31","28","0","0","-27",,,"0.04","38","7362","1928","0.05",,"2.8","13.1","-7.5",,,"80","80",,"23.9","35"
"USW00026435","2021-02","4.7",,,"14","7",,,,,,,,,,,"0.30",,,,"1.85",,,,,,,"80","80",,"28.0","37"
"USW00026435","2021-03","4.5",,"0","14","5",,,"20","31","28","0","0","-37",,,"0.30","39",,"1815","1.38",,"6.5","19.3","-6.3",,,"80","90",,"25.1","36"
"USW00026435","2021-04","5.6",,"0","6","5",,,"8","28","8","0","0","-27",,,"0.93","64",,"1114","2.41",,"26.6","39.6","13.5",,,"80","90",,"25.1","31"
"USW00026435","2021-05","4.5",,"0","5","3",,,"0","4","0","5","0","26",,,"0.28","72",,"475","0.63",,"49.7","61.8","37.6",,,"80","60",,"21.9","29"
"USW00026435","2021-06","4.0",,"17","13","6",,,"0","0","0","22","0","41",,,"0.19","83",,"124","1.04",,"61.4","72.6","50.3",,,"190","160",,"23.0","31"
"USW00026435","2021-07","4.0",,"28","8","4",,,"0","0","0","22","0","43",,,"0.36","87","91","91","1.13",,"62.9","73.8","52.1",,,"160","150",,"25.1","34"
"USW00026435","2021-08","3.4",,"21","18","14",,,"0","0","0","6","0","34",,,"0.84","87","416","325","4.67",,"55.2","62.9","47.5",,,"70","10",,"17.0","26"
"USW00026435","2021-09","3.6",,"0","5","2",,,"0","16","0","2","0","15",,,"0.28","72","1078","661","0.48",,"43.0","52.9","33.0",,,"90","170",,"16.1","22"
"USW00026435","2021-10","4.7",,"0","10","4",,,"0","26","10","0","0","13",,,"0.83","52","2157","1079","1.75",,"30.2","35.4","25.0",,,"160","160",,"23.9","34"
